Owner	Route	STR NO	Structure Name	MP xxxx.xxx	Latitude ddmmss.ss	Longitude ddmmss.ss	County	Municipality
State Routes	9	1504151	US RT 9 OVER WATERING PLACE BROOK	101.400	40.05075	-74.125544	OCEAN	Lakewood township
State Routes	9	1504152	US9 OVER N BRANCH METEDECONK R	103.130	40.0636	-74.1312	OCEAN	Lakewood township
State Routes	9W	209150	"ROUTE US 9W OVER I-95, US 1, 9 & 46 AND NJ 4"	0.050	40.51258	-73.582814	BERGEN	Fort Lee borough
State Routes	9W	209152	US 9W NB  OVER  NJ 67 SB (LEMOINE AVE)	0.650	40.514002	-73.57516	BERGEN	Fort Lee borough
State Routes	10	709150	ROUTE NJ 10 OVER WILLOW MEADOW BROOK	18.650	40.474653	-74.203647	ESSEX	Livingston township
State Routes	10	711150	NJ ROUTE 10 OVER CANOE BROOK	20.500	40.474959	-74.18298	ESSEX	Livingston township
State Routes	10	712150	NJ RT 10 / W BRANCH RAHWAY RIVER	22.750	40.47341	-74.18088	ESSEX	West Orange town
State Routes	10	1401150	NJ 10 OVER BLACK RIVER	1.780	40.514072	-74.374098	MORRIS	Randolph township
State Routes	10	1401151	ROUTE NJ 10 OVER SUSSEX TURNPIKE (CR 617)	1.900	40.513859	-74.373344	MORRIS	Randolph township
State Routes	10	1401155	NJ 10 RAMP OVER NJ 10	7.040	40.522322	-74.320861	MORRIS	Randolph township
State Routes	10	1401156	RT NJ 10 OVER MILL BROOK	7.160	40.5224	-74.32	MORRIS	Randolph township
State Routes	10	1401158	ROUTE NJ 10 OVER DEN BROOK	8.160	40.52	-74.3048	MORRIS	Denville township
State Routes	10	1401161	NJ 10 OVER NJ TRANSIT (MORRISTOWN LINE)	10.530	40.510972	-74.283516	MORRIS	Morris Plains borough
State Routes	10	1401163	ROUTE NJ 10 OVER ROUTE NJ 53	10.660	40.510642	-74.282777	MORRIS	Morris Plains borough
State Routes	10	1402150	NJ ROUTE 10 OVER MALAPARDIS BROOK	13.890	40.826194	-74.423805	MORRIS	Hanover township
State Routes	10	1402151	PARSIPPANY RD (CR 511) OVER ROUTE NJ 10	3.290	40.492796	-74.250514	MORRIS	Hanover township
State Routes	10	1402152	ROUTE NJ-10 OVER WHIPPANY RIVER	15.750	40.812676	-74.393883	MORRIS	Hanover township
State Routes	10	1402153	NJ ROUTE 10 OVER PASSAIC RIVER	17.750	40.4805	-74.2131	MORRIS	Hanover township
State Routes	10	1402157	ROUTE NJ 10 OVER DRYDEN WAY	12.220	40.501698	-74.270454	MORRIS	
State Routes	12	1001152	RT 12 OVER LOCKATONG CREEK	4.060	40.31	-74.5936	HUNTERDON	Kingwood township
State Routes	12	1001154	ROUTE 12 /BR OF WICKECHOEKE CREEK	6.400	40.3024	-74.5706	HUNTERDON	Franklin township
State Routes	12	1001155	ROUTE 12 OVER WICKECHOEKE CREEK	7.120	40.3024	-74.5618	HUNTERDON	Delaware township
State Routes	12	1002150	RT NJ 12 OVER WALNUT (MINE) BROOK	10.940	40.3012	-74.5206	HUNTERDON	Raritan township
State Routes	13	1505150	NJ RT 13(BRIDGE AVE.) OVER POINT PLEASANT CANAL	0.200	40.041768	-74.033748	OCEAN	Point Pleasant borough
State Routes	15	1403150	 RT NJ 15 OVER BRNT MDW(GRN PD) BROOK	1.650	40.541554	-74.340415	MORRIS	Wharton borough
State Routes	15	1403152	ROUTE NJ 15 NB OVER ABAN MT HOPE MINR RR	2.290	40.544263	-74.342863	MORRIS	Wharton borough
State Routes	15	1403153	ROUTE NJ 15 SB /ABND MT HOPE MINERAL RR	2.290	40.544058	-74.343096	MORRIS	Wharton borough
State Routes	15	1404151	ROUTE NJ 15 SB/RAMP TO ROUTE NJ 15 NB	2.510	40.544519	-74.344144	MORRIS	Wharton borough
State Routes	15	1404154	PARKER Rd Westbound over NJ 15 NB	0.000	40.545466	-74.345027	MORRIS	Rockaway township
State Routes	15	1404155	RMP FRM PARKER RD TO RT NJ 15/GREEN POND BROOK	2.680	40.545383	-74.345035	MORRIS	Rockaway township
State Routes	15	1404156	ROUTE NJ 15 NB/GREEN POND BR(BR ROCKAWY)	2.890	40.545866	-74.345534	MORRIS	Rockaway township
State Routes	15	1404157	 NJ 15 NB OVER ROCKAWAY RIVER	4.200	40.5606	-74.353	MORRIS	Jefferson township
State Routes	15	1404158	 NJ 15 SB / ROCKAWAY RIVER	4.200	40.5606	-74.353	MORRIS	Jefferson township
State Routes	15	1404159	ROUTE NJ 15 RAMP A OVER HURDTOWN BROOK	6.720	40.580989	-74.355421	MORRIS	Jefferson township
State Routes	15	1424150	ROUTE NJ 15 NB OVER LAKE HOPATCONG	6.720	40.580905	-74.35555	MORRIS	Jefferson township
State Routes	15	1424151	ROUTE NJ 15 SOUTHBOUND OVER LAKE HOPATCONG	6.720	40.580851	-74.355675	MORRIS	Jefferson township
State Routes	15	1424152	WELDON ROAD OVER NJ 15	0.000	40.581697	-74.360486	MORRIS	Jefferson township
State Routes	15	1902153	NJ 15 over NY-Susquehanna & Western RR	15.020	41.042496	-74.392472	SUSSEX	Sparta township
State Routes	15	1913150	BLUE HERON ROAD OVER NJ ROUTE 15	0.000	41.00534	-74.37054	SUSSEX	Sparta township
State Routes	15	1913151	EAST MOUNTAIN ROAD OVER ROUTE NJ 15	0.000	41.013673	-74.371738	SUSSEX	Sparta township
State Routes	15	1913153	ROUTE NJ 15 OVER WALLKILL RIVER	11.570	41.022591	-74.37457	SUSSEX	Sparta township
State Routes	15	1913154	NJ 15 NB OVER MAIN STREET	12.330	41.022893	-74.37496	SUSSEX	Sparta township
State Routes	15	1913155	NJ 15 SB OVER MAIN STREET	12.330	41.022831	-74.375134	SUSSEX	Sparta township
State Routes	15	1913157	CR 517 (SPARTA ROAD) OVER NJ 15	34.680	41.023768	-74.37539	SUSSEX	Sparta township
State Routes	15	1922150	 ROUTE NJ 15 OVER BEAVER RUN (PAULINS KILL)	17.560	41.055787	-74.412626	SUSSEX	Lafayette township
State Routes	15	1922151	ROUTE NJ 15 OVER PAULINS KILL	18.290	41.062378	-74.415726	SUSSEX	Lafayette township
State Routes	17	211150	RIDGE RD (NJ17) / NJT MAIN LINE	2.234	40.483609	-74.070235	BERGEN	Lyndhurst township
State Routes	17	211152	RAMP Y OVER NJ 17 NB	3.880	40.483316	-74.060282	BERGEN	Rutherford borough
State Routes	17	211153	NJ RT 17 NB / NJ RT 3	4.000	40.483833	-74.060363	BERGEN	Rutherford borough
State Routes	17	211154	NJ RT 17 SB / NJ RT 3	4.000	40.483912	-74.060618	BERGEN	Rutherford borough
State Routes	17	211155	NORTH SERVICE ROAD / NJ RT 17	0.000	40.485028	-74.06105	BERGEN	Rutherford borough
State Routes	17	212153	NJ 120 (PATERSON PLANK RD)/NJ 17	2.650	40.495882	-74.051974	BERGEN	East Rutherford borough
State Routes	17	212155	"MOONACHIE AVE & RAMPS M & P/NJT,RT17 & PARK PLACE"	0.260	40.503908	-74.044197	BERGEN	Wood-Ridge borough
State Routes	17	213150	US 46 EB RAMP A OVER NJ 17 NB	68.100	40.515804	-74.034835	BERGEN	Hasbrouck Heights borough
State Routes	17	213151	TERRACE AVENUE (CR 55) / NJ 17	3.690	40.52133	-74.034932	BERGEN	Hasbrouck Heights borough
State Routes	17	214150	NJ RT 17 NB/ I-80 & RAMP K	9.130	40.523281	-74.034698	BERGEN	Hackensack city
State Routes	17	214151	SOUTH SUMMIT AVE (CR 57)/ RT NJ 17 NB	1.460	40.5243	-74.0349	BERGEN	Hackensack city
State Routes	17	214152	ESSEX ST. (CR 56) OVER NJ 17	3.480	40.53258	-74.04142	BERGEN	Maywood borough
State Routes	17	214157	NJ 17 OVER NYS & W RR (SPUR)	10.828	40.535411	-74.042356	BERGEN	Rochelle Park township
State Routes	17	214158	NJ ROUTE 17 OVER NYS & WRR	10.825	40.535695	-74.042317	BERGEN	Rochelle Park township
State Routes	17	214159	NJ RT 17 / CENTRAL AVENUE (CO. RT. 44)	10.910	40.540138	-74.042192	BERGEN	Rochelle Park (CDP)
State Routes	17	214160	NJ RT 17 / EAST PASSAIC STREET (CR 62)	11.460	40.542915	-74.041547	BERGEN	Rochelle Park township
State Routes	17	214161	NJ ROUTE 17 OVER PLAZA WAY	11.550	40.543411	-74.041443	BERGEN	Rochelle Park township
State Routes	17	214162	FARVIEW AVE (CR 61) OVER NJ ROUTE 17	4.490	40.544878	-74.041668	BERGEN	Paramus borough
State Routes	17	215150	ROUTE NJ 17 OVER ROUTE NJ 4	12.330	40.5514	-74.0421	BERGEN	Paramus borough
State Routes	17	215151	CENTURY RD / NJ RT 17	1.470	40.55425	-74.041503	BERGEN	Paramus borough
State Routes	17	216150	NJ 17 OVER SPROUT BROOK	13.970	40.564004	-74.041772	BERGEN	Paramus borough
State Routes	17	216152	MIDLAND AVENUE / NJ ROUTE 17	2.630	40.565857	-74.042094	BERGEN	Paramus borough
State Routes	17	216155	EAST RIDGEWOOD AVE. (C.R. 80) / NJ 17	3.700	40.58119	-74.044735	BERGEN	Paramus borough
State Routes	17	216157	NJ RT 17 OVER SADDLE RIVER.	17.040	40.59063	-74.052712	BERGEN	Ridgewood village
State Routes	17	216159	LINWOOD AVE (CR 110)/VAN EMBURGH AVE (CR 71)	1.570	40.584794	-74.050114	BERGEN	Ridgewood village
State Routes	17	216160	LINWOOD AV(CR110) / NJ RT 17	1.520	40.584884	-74.050467	BERGEN	Ridgewood village
State Routes	17	216161	PARAMUS RD. (CO. RT. 62) / NJ RT. 17	7.720	40.585774	-74.051915	BERGEN	Ridgewood village
State Routes	17	217157	FRANKLIN TPK (CR 507) OVER NJ 17	25.640	41.040929	-74.081231	BERGEN	Ramsey borough
State Routes	17	217158	CO. RT. 502 (HOLLYWOOD AVE.) / NJ 17	12.500	41.00064	-74.060619	BERGEN	Ho-Ho-Kus borough
State Routes	17	217159	NJ 17 OVER CR 77-SHERIDAN AVE.	18.950	41.003544	-74.062125	BERGEN	Waldwick borough
State Routes	17	217160	NJ 17 RAMP L / SHERIDAN AVE. (CR 77)	18.950	41.003068	-74.062411	BERGEN	Waldwick borough
State Routes	17	217162	NJ RT 17 / E. ALLENDALE AVE (CO. RT. 90)	20.500	41.015484	-74.063937	BERGEN	Saddle River borough
State Routes	17	217165	LAKE STREET (CR 81) OVER NJ 17	5.100	41.03369	-74.07229	BERGEN	Upper Saddle River borough
State Routes	17	218150	SPRING ST. CONNECTOR / NJ  17	0.000	41.042392	-74.08307	BERGEN	Ramsey borough
State Routes	17	218153	NJ 17 NB OVER NJ TRANSIT MAIN LINE	24.160	41.04324	-74.08432	BERGEN	Ramsey borough
State Routes	17	218154	NJ 17 SB / NJ TRANSIT MAIN LINE	24.160	41.043126	-74.084424	BERGEN	Ramsey borough
State Routes	17	218156	CENTRAL AVE-ISLAND RD (CR 85) / NJ 17	3.960	41.045085	-74.090147	BERGEN	Mahwah township
State Routes	17	218158	NJ RT 17 / MASONICUS BROOK	24.880	41.05054	-74.090534	BERGEN	Mahwah township
State Routes	17	218160	RAMAPO AVE (CR 100) / NJ 17	0.560	41.053813	-74.091962	BERGEN	Mahwah township
State Routes	17	218161	NJ RT 17 NB/US 202 & RAMAPO RIVER	26.010	41.055598	-74.093996	BERGEN	Mahwah township
State Routes	17	218162	NJ RT 17 SB / US 202 & RAMAPO RIVER	26.010	41.05555	-74.094074	BERGEN	Mahwah township
State Routes	17	218163	MILLBURN ROAD OVER NJ 17	0.000	41.060805	-74.100209	BERGEN	Mahwah township
State Routes	18	1211150	RAMP B( RT US 9 NB TO RT NJ 18 NB) / US 9 SB	30.490	40.22164	-74.18225	MIDDLESEX	Old Bridge township
State Routes	18	1211152	COUNTY RT 516 (MATAWAN RD over NJ RT 18	0.090	40.24327	-74.214	MIDDLESEX	Old Bridge township
State Routes	18	1211155	US 9 RAMP 11 OVER US 9 NB & US 9 RAMP 8	122.030	40.220703	-74.18158	MIDDLESEX	Old Bridge township
State Routes	18	1211156	NJ 18 SB OVER US 9 NB & US 9 RAMP 8	30.350	40.220944	-74.181595	MIDDLESEX	Old Bridge township
State Routes	18	1211157	RT NJ 18 NB OVER US 9 NB&RAMP 8	30.350	40.2212	-74.1818	MIDDLESEX	Old Bridge township
State Routes	18	1211158	ROUTE 18 SB OVER RT 9 SB	30.490	40.2215	-74.1827	MIDDLESEX	Old Bridge township
State Routes	18	1211159	NJ RT 18 N.B. OVER US 9 S.B.	30.490	40.2216	-74.1824	MIDDLESEX	Old Bridge (CDP)
State Routes	18	1212150	"NJ 18 / SOUTH RIVER, CONRAIL, MAIN ST.(CR 615)"	34.820	40.244656	-74.215904	MIDDLESEX	East Brunswick township
State Routes	18	1212151	CRANBURY RD(CO. 535) OVER RT NJ 18	25.740	40.26225	-74.23373	MIDDLESEX	East Brunswick township
State Routes	18	1212152	MILLTOWN ROAD (CR 606) OVER ROUTE NJ 18	0.280	40.26312	-74.234134	MIDDLESEX	East Brunswick township
State Routes	18	1212153	NJ 18 NB OVER CONRAIL	37.460	40.263809	-74.234205	MIDDLESEX	East Brunswick township
State Routes	18	1212154	NJ 18 SB OVER CONRAIL	37.460	40.263834	-74.234307	MIDDLESEX	East Brunswick township
State Routes	18	1213150	RT NJ 18 NB OVER WESTONS MILL POND	40.300	40.28561	-74.244512	MIDDLESEX	East Brunswick township
State Routes	18	1213151	ROUTE NJ 18 OVER ROUTE US 1	40.610	40.28586	-74.25055	MIDDLESEX	New Brunswick city
State Routes	18	1213152	NJ 18 NB OVER US 1 RAMP E (US 1 SB TO NJ 18 SB)	40.610	40.29031	-74.2509	MIDDLESEX	New Brunswick city
State Routes	18	1213154	RTE NJ 18 SB OVER WESTON_S MILL POND	40.300	40.2854	-74.2446	MIDDLESEX	New Brunswick city
State Routes	18	1213155	"ROUTE 18 SB OVER PROPOSED RAMP ""A"""	40.480	40.2857	-74.24565	MIDDLESEX	New Brunswick city
State Routes	18	1214151	NEW STREET OVER NJ ROUTE 18	0.610	40.29333	-74.26216	MIDDLESEX	New Brunswick city
State Routes	18	1214153	COMMERCIAL AVENUE OVER NJ RT 18	0.000	40.292214	-74.2615	MIDDLESEX	New Brunswick city
State Routes	18	1237150	ROUTE NJ 18 OVER ROUTE NJ 27(ALBANY ST)	42.290	40.292178	-74.2615	MIDDLESEX	New Brunswick city
State Routes	18	1237152	RAMP U (ROUTE NJ-18 NB to CR-672) OVER ROUTE NJ-18	42.890	40.3013	-74.26506	MIDDLESEX	New Brunswick city
State Routes	18	1237153	RAMP F / NJ 18(MEMORIAL PKWY)& RAMP GS	43.180	40.302148	-74.270648	MIDDLESEX	New Brunswick city
State Routes	18	1237154	 RAMP GS(CR672TO18SB) OVER RAMP G(18SBTOCR672)	43.200	40.30227	-74.271318	MIDDLESEX	New Brunswick city
State Routes	18	1237155	"NJ RT 18 / RARITAN RVR, JOHNSON DR.,& C.R.672"	43.485	40.302627	-74.272511	MIDDLESEX	New Brunswick city
State Routes	18	1237158	"18 NB & RAMP A/RIVER RD, METLARS BRK & BIKE PATH"	43.860	40.304203	-74.273189	MIDDLESEX	
State Routes	18	1237159	NJ ROUTE 18 SOUTHBOUND OVER RIVER RD(CR609)	43.860	40.5122	-74.4584	MIDDLESEX	
State Routes	18	1237160	"NJ 18 SB, RMP C & PED. W. /METLARS BRK & BIKE PATH"	43.950	40.3022	-74.2714	MIDDLESEX	
State Routes	18	1237161	RT. NJ 18 OVER CAMPUS ROAD	44.280	40.3101	-74.271722	MIDDLESEX	
State Routes	18	1237162	RELOCATED DAVIDSON RD OVER ROUTE NJ 18	0.140	40.313216	-74.270756	MIDDLESEX	
State Routes	18	1323150	NJ 18 SOUTHBOUND OVER WAYSIDE RD	14.510	40.1642	-74.053	MONMOUTH	Tinton Falls borough
State Routes	18	1323151	 NJ 18 NB OVER WAYSIDE ROAD (CO. RT. 38)	14.510	40.16516	-74.05174	MONMOUTH	Tinton Falls borough
State Routes	18	1323152	NJ RT 18 SB OVER HAMILTON ROAD	15.010	40.165847	-74.055181	MONMOUTH	Tinton Falls borough
State Routes	18	1323153	NJ RT 18 NB OVER HAMILTON ROAD	15.010	40.165949	-74.05506	MONMOUTH	Tinton Falls borough
State Routes	18	1323154	RT 18 FREEWAY SB OVER CONRAIL	15.060	40.16	-74.0612	MONMOUTH	Tinton Falls borough
State Routes	18	1323155	NJ RT 18 NB OVER NJ TRANSIT	15.060	40.16	-74.0612	MONMOUTH	Tinton Falls borough
State Routes	18	1323156	RT 18 SB OVER SQUANKUM RD	15.230	40.163	-74.0612	MONMOUTH	Tinton Falls borough
State Routes	18	1323157	NJ 18 OVER PINE BROOK	15.740	40.17	-74.063894	MONMOUTH	Tinton Falls borough
State Routes	18	1323158	OBRE RD OVER RT 18 (Freeway)	0.000	40.17	-74.07	MONMOUTH	Colts Neck township
State Routes	18	1323160	N.J.RT.18 OVER HOCKHOCKSON BROOK	17.270	40.0818	-74.153	MONMOUTH	Colts Neck township
State Routes	18	1323161	NJ 18 SB OVER NORMANDY RD & US GOVERNMENT RR	17.340	40.165591	-74.08269	MONMOUTH	Colts Neck township
State Routes	18	1323162	"NJ 18 NB OVER US GOV_T RR,NORMDY ROAD"	17.340	40.165675	-74.082407	MONMOUTH	Colts Neck township
State Routes	18	1323163	NORMANDY RD & US GOVT RR / HOCKHOCKSON BROOK	17.250	40.165521	-74.082489	MONMOUTH	Colts Neck township
State Routes	18	1323166	NJ RT.18 NB OVER SQUANKUM ROAD	15.230	40.170275	-74.060405	MONMOUTH	Tinton Falls borough
State Routes	18	1324151	NJ ROUTE 18 OVER MINE BROOK	20.520	40.15521	-74.11363	MONMOUTH	Colts Neck township
State Routes	18	1324152	FIVE POINTS ROAD OVER NJ RT 18	0.700	40.1608	-74.1246	MONMOUTH	Colts Neck township
State Routes	18	1324153	NJ 18 & RAMPS SE & SW OVER YELLOW BROOK	21.960	40.162739	-74.131136	MONMOUTH	Colts Neck township
State Routes	18	1324154	CR.537(FREE-EATON) RD/YELLOW BROOK	55.000	40.163	-74.1318	MONMOUTH	Colts Neck township
State Routes	18	1324155	School Road East over Yellow Brook	0.001	40.163643	-74.130531	MONMOUTH	Colts Neck township
State Routes	18	1324156	NJ RT 18 SB / CO. RT 537	22.310	40.16318	-74.13183	MONMOUTH	Colts Neck township
State Routes	18	1324157	NJ RT 18 NB OVER CO RT 537	22.310	40.163151	-74.131523	MONMOUTH	Colts Neck township
State Routes	18	1324158	DUTCH LANE ROAD (CR 46) OVER ROUTE N.J.18 FREEWAY	2.960	40.175904	-74.141674	MONMOUTH	Marlboro township
State Routes	18	1324160	BUCKLEY ROAD OVER ROUTE NJ 18 FREEWAY	0.000	40.18287	-74.14498	MONMOUTH	Marlboro township
State Routes	18	1324161	ROUTE NJ 79 OVER ROUTE NJ 18	5.100	40.183	-74.15	MONMOUTH	Marlboro township
State Routes	18	1325150	WYNCREST ROAD OVER ROUTE NJ 18 FREEWY	3.420	40.1925	-74.16074	MONMOUTH	Marlboro township
State Routes	18	1325151	GORDONS CORNER RD/ROUTE NJ18 FREEWAY	0.000	40.200222	-74.163564	MONMOUTH	Marlboro township
State Routes	18	1325153	CR 520 OVER NJ 18 FWY	4.180	40.205004	-74.170078	MONMOUTH	Marlboro township
State Routes	18	1325154	TENNENT ROAD (CR 3) OVER ROUTE NJ 18	6.110	40.21	-74.17	MONMOUTH	Marlboro township
State Routes	18	1325155	TEXAS ROAD OVER ROUTE N.J.18 FREEWAY	0.210	40.2157	-74.17528	MONMOUTH	Marlboro township
State Routes	18	1327159	MONMOUTH BLVD OVER RT 18	0.000	40.1042	-74.0424	MONMOUTH	Wall township
State Routes	18	1327160	BELMAR BOULEVARD OVER RT. 18	5.320	40.1101	-74.0425	MONMOUTH	Wall township
State Routes	18	1327161	BRIGHTON AVE.OVER NJ ROUTE18	1.470	40.1124	-74.0412	MONMOUTH	Wall township
State Routes	18	1327162	NJ ROUTE 18 NB OVER SHARK RIVER	7.260	40.113484	-74.033587	MONMOUTH	Wall township
State Routes	18	1327163	NJ 18 SB OVER SHARK RIVER	7.260	40.113638	-74.033575	MONMOUTH	Wall township
State Routes	18	1328150	NJ 18 NORTHBOUND OVER NJ 33	8.280	40.122156	-74.030943	MONMOUTH	Neptune township
State Routes	18	1328151	NJ 18 SOUTHBOUND OVER NJ 33	8.280	40.122335	-74.03107	MONMOUTH	Neptune township
State Routes	18	1328153	WEST BANGS AVENUE OVER NJ RT 18	2.050	40.1312	-74.03	MONMOUTH	Neptune township
State Routes	18	1328154	 NJ 18 NB OVER NJ 66	9.840	40.134164	-74.025882	MONMOUTH	Neptune township
State Routes	18	1328155	NJ 18 SB OVER NJ 66	9.840	40.134201	-74.03008	MONMOUTH	Ocean township
State Routes	18	1328156	DEAL RD OVER RT NJ 18	2.290	40.15	-74.0324	MONMOUTH	Ocean township
State Routes	18	1329150	RAMP SSW OVER ROUTE 18	11.520	40.15	-74.0324	MONMOUTH	Ocean township
State Routes	18	1329154	  WEST PARK AVENUE OVER ROUTE 18	1.790	40.153	-74.03	MONMOUTH	Ocean township
State Routes	18	1329156	ROUTE NJ 18 OVER CRANBERRY BROOK	13.100	40.162232	-74.035478	MONMOUTH	Eatontown borough
State Routes	18	1329157	ROUTE 18 SB OVER INDUSTRIAL WAY WEST	13.160	40.163	-74.0406	MONMOUTH	Eatontown borough
State Routes	18	1329158	NJ 18 NB / INDUSTRIAL WAY WEST	13.160	40.16259	-74.040052	MONMOUTH	Eatontown borough
State Routes	18	1329159	NJ 18 SB / CR 547(WYCKOFF ROAD)	13.460	40.163533	-74.041823	MONMOUTH	Eatontown borough
State Routes	18	1329160	"NJ 18 NB OVER CONNECTOR ""NS"""	13.820	40.164883	-74.043125	MONMOUTH	Eatontown borough
State Routes	18	1329163	ROUTE NJ 18 SB & RAMP WS OVER HOPE ROAD	13.920	40.1648	-74.0442	MONMOUTH	Tinton Falls borough
State Routes	18	1329164	NJ ROUTE 18 NB / HOPE ROAD	13.920	40.1654	-74.0442	MONMOUTH	Eatontown borough
State Routes	18	1329165	"18 CON WN/HOPE RD,NJ 18 NB,CON SN&NS"	13.910	40.165248	-74.043941	MONMOUTH	Tinton Falls borough
State Routes	18	1329166	RT NJ 18 CONNECTOR NW/HOPE RD (C.R. 51)	13.920	40.165856	-74.043894	MONMOUTH	Eatontown borough
State Routes	18	1329168	"ROUTE  NJ 18 SB/GARDEN ST PKY, RAMP F AND RAMP"	14.250	40.164992	-74.051086	MONMOUTH	Tinton Falls borough
State Routes	18	1329169	RT NJ 18 NB/CO.RT.547(WYCKOFF ROAD)	13.460	40.1636	-74.0418	MONMOUTH	Eatontown borough
State Routes	18	1329170	NJ 18 CONN. NS OVER NJ RTE 36. AND WAMPUM BR. TRIB	13.820	40.1718	-74.0436	MONMOUTH	Eatontown borough
State Routes	18	1329172	"ROUTE NJ 18 NB / GARDEN ST PKWY, RAMP F & RAMP"	14.250	40.165083	-74.051168	MONMOUTH	Tinton Falls borough
State Routes	19	1613151	RT NJ 19 SB RAMP TO GSP/NJ 19 NB	0.500	40.525178	-74.100069	PASSAIC	Clifton city
State Routes	19	1613152	NJ 19 NB Ramp B (to CR509) over NJ 19 SB	0.630	40.525705	-74.100346	PASSAIC	Clifton city
State Routes	19	1613153	NJ RT 19 OVER RAMP C	1.150	40.532497	-74.100618	PASSAIC	Clifton city
State Routes	19	1613154	RT N.J 19 / BROAD STREET(CR 509)	1.410	40.533779	-74.100491	PASSAIC	Clifton city
State Routes	19	1613155	VALLEY RD (CR 621) / NJ 19	3.150	40.535617	-74.101529	PASSAIC	Paterson city
State Routes	19	1613156	RT N.J 19 SB / RAMP'M'	2.300	40.54231	-74.101965	PASSAIC	Paterson city
State Routes	19	1613157	RT NJ 19 NB / RAMP M	2.300	40.542302	-74.101866	PASSAIC	Paterson city
State Routes	19	1613158	NJ 19 SB OVER GRAND STREET(CR 638)	2.710	40.543983	-74.103619	PASSAIC	Paterson city
State Routes	19	1613159	NJ 19 NB OVER CR 638 (GRAND STREET)	2.710	40.543955	-74.103433	PASSAIC	Paterson city
State Routes	20	1602153	NJ RT 20 & RAMP B / US 46 WB	0.200	40.534237	-74.075743	PASSAIC	Paterson city
State Routes	21	713151	"NJ21(NEWARK VDUCT)/I-78,RAMPS,RR,1&9,CREEK & DITCH"	0.180	40.423445	-74.105428	ESSEX	Newark city
State Routes	21	716150	NJ 21 SB VIADUCT OVER NJ 21 NB	4.500	40.455799	-74.093792	ESSEX	Newark city
State Routes	21	716151	NJ RT  21 NB / CHESTER AVE	4.620	40.460154	-74.093533	ESSEX	Newark city
State Routes	21	716152	NJ ROUTE 21 SB OVER CHESTER AVENUE	4.620	40.460166	-74.093597	ESSEX	Newark city
State Routes	21	716153	NJ RT  21 / CONRAIL (NEWARK BRANCH)	4.730	40.460725	-74.093296	ESSEX	Newark city
State Routes	21	716156	MAIN ST / SECOND RVR	1.020	40.464906	-74.090336	ESSEX	
State Routes	21	716158	NJ 21 SB OVER NJ 21 NB	5.300	40.464387	-74.085851	ESSEX	Newark city
State Routes	21	716160	NJ RT  21 NB / SECOND RIVER	5.680	40.464723	-74.085604	ESSEX	Newark city
State Routes	21	716161	NJ RT  21 SB / SECOND RIVER	5.680	40.4647	-74.085725	ESSEX	Newark city
State Routes	21	717150	NJ RT  21 / RUTGERS ST & MAIN STREET	6.170	40.47117	-74.085403	ESSEX	Belleville town
State Routes	21	717151	NJ RT  21SB/ SEWER VALVE AT HOLMES ST	6.420	40.47228	-74.084688	ESSEX	Belleville town
State Routes	21	717152	RAMP L OVER NJ ROUTE 21	7.020	40.475096	-74.082455	ESSEX	Belleville town
State Routes	21	717156	NJ ROUTE 21 OVER PARK AVE	8.000	40.484036	-74.082259	ESSEX	Nutley town
State Routes	21	717157	NJ RT  21 / WATER MAINS	8.610	40.49095	-74.080928	ESSEX	Nutley town
State Routes	21	717158	RT NJ 21 / THIRD RVR	8.900	40.49142	-74.074952	ESSEX	Nutley town
State Routes	21	1603154	RAMP 5 OVER ROUTE NJ 21 AND RAMPS 3 & 7	9.280	40.492282	-74.072831	PASSAIC	Clifton city
State Routes	21	1603155	NJ RT 21 RAMP F / RAMP M	9.410	40.493396	-74.073768	PASSAIC	Clifton city
State Routes	21	1603156	NJ RT 21 RAMP B/DL&WRR AND ACCESS ROAD	9.470	40.493323	-74.074494	PASSAIC	Clifton city
State Routes	21	1603157	RAMP 3 (NJ 3 TO NJ 21 NB)	9.470	40.493311	-74.072614	PASSAIC	Clifton city
State Routes	21	1603158	RVR RD / RT NJ 21-SB	0.670	40.49427	-74.0721	PASSAIC	Clifton city
State Routes	21	1603159	ENTIN ROAD OVER ROUTE NJ 21	0.000	40.495646	-74.072047	PASSAIC	Clifton city
